symbol,session_date,direction,entry_mode,stop_mode,rr_target,entry_time,exit_time,entry,stop,target,exit_price,pnl_r,outcome,asian_high,asian_low,asian_range,adr,range_adr_fraction,exit_mode,trail_start_r,trail_distance_r,mae_r,ambiguous_bar,instrument,trade_id,portfolio_status,portfolio_risk_cash,portfolio_risk_pct,portfolio_pnl_cash,portfolio_balance_after_exit,portfolio_exit_sequence
GBPJPY..,2026-07-22,sell,confirmed_close,opposite,1.7,2026-07-22 12:00:00+00:00,2026-07-22 17:00:00+00:00,217.928,218.397,217.13070000000002,218.305,-0.8038379530917149,loss,218.397,217.964,0.4329999999999927,1.2467857142857153,0.3472930392437636,fixed,1.0,1.0,-0.840085287846504,False,GBPJPY,58,accepted,8.139281354379559,0.8,-6.542663263542026,1012.4704294635633,68
BTCUSD,2026-07-23,sell,confirmed_close,midpoint,1.7,2026-07-23 10:15:00+00:00,2026-07-23 17:00:00+00:00,65407.7,65902.65,64566.285,64851.4,1.1239519143347791,win,66271.7,65533.6,738.0999999999985,1545.1071428571433,0.4777015001271283,fixed,0.5,0.5,-0.7321951712294391,False,BTCUSD,25,accepted,8.099763435708507,0.8,9.103744619223423,1035.343771923491,70
XAUUSD..,2026-07-23,sell,confirmed_close,midpoint,1.7,2026-07-23 10:15:00+00:00,2026-07-23 15:16:00+00:00,4106.6,4126.455,4072.846500000001,4072.846500000001,1.7,win,4140.82,4112.09,28.729999999999563,84.95714285714273,0.33817050613754374,fixed,2.0,0.5,-0.27751196172245934,False,XAUUSD,77,accepted,8.099763435708507,0.8,13.769597840704462,1026.2400273042676,69
GBPJPY..,2026-07-23,buy,confirmed_close,opposite,1.7,2026-07-23 11:00:00+00:00,2026-07-23 17:00:00+00:00,218.422,217.902,219.306,218.503,0.1557692307692063,win,218.372,217.902,0.4700000000000273,1.1851428571428582,0.3965766634522888,fixed,1.0,1.0,-0.7365384615384658,False,GBPJPY,59,accepted,8.099763435708507,0.8,1.2616939197928576,1036.6054658432838,71
BTCUSD,2026-07-24,buy,confirmed_close,midpoint,1.7,2026-07-24 10:15:00+00:00,2026-07-24 12:05:00+00:00,65728.4,65050.8,66880.31999999998,65050.8,-1.0,loss,65411.1,64690.5,720.5999999999985,1537.1642857142858,0.46878528645046674,fixed,0.5,0.5,-1.0,False,BTCUSD,26,accepted,5.183027329216419,0.5,-5.183027329216419,1031.4224385140674,72
GBPJPY..,2026-07-24,buy,confirmed_close,opposite,1.7,2026-07-24 10:30:00+00:00,2026-07-24 17:00:00+00:00,218.381,217.82,219.3347,218.281,-0.17825311942957764,loss,218.321,217.82,0.5010000000000048,1.1768571428571448,0.42571012381646367,fixed,1.0,1.0,-0.7486631016042464,False,GBPJPY,60,accepted,5.183027329216419,0.5,-0.9238907895215791,1030.4985477245457,73
XAUUSD..,2026-07-24,buy,confirmed_close,midpoint,1.7,2026-07-24 11:30:00+00:00,2026-07-24 17:00:00+00:00,4052.12,4036.875,4078.0364999999997,4069.95,1.1695637914070223,win,4050.68,4023.07,27.609999999999673,86.85142857142844,0.31789920389498977,fixed,2.0,0.5,-0.4919645785503479,False,XAUUSD,78,accepted,5.183027329216419,0.5,6.061881094124567,1036.5604288186703,74
BTCUSD,2026-07-25,sell,confirmed_close,midpoint,1.7,2026-07-25 09:45:00+00:00,2026-07-25 15:43:00+00:00,63917.0,64039.95,63707.98500000001,64039.95,-1.0,loss,64146.1,63933.8,212.29999999999563,1560.285714285715,0.13606482329243444,fixed,0.5,0.5,-1.0,False,BTCUSD,27,accepted,5.182802144093351,0.5,-5.182802144093351,1031.377626674577,75
GBPJPY..,2026-07-28,buy,confirmed_close,opposite,1.7,2026-07-28 10:30:00+00:00,2026-07-28 17:00:00+00:00,217.86100000000002,217.341,218.74500000000003,217.912,0.09807692307689754,win,217.815,217.341,0.47399999999998954,1.0882857142857176,0.43554738776580687,fixed,1.0,1.0,-0.6269230769231066,False,GBPJPY,61,accepted,8.251021013396617,0.8,0.8092347532367652,1032.1868614278137,76
XAUUSD..,2026-07-29,buy,confirmed_close,midpoint,1.7,2026-07-29 08:45:00+00:00,2026-07-29 15:16:00+00:00,4039.33,4024.0299999999997,4065.34,4024.0299999999997,-1.0,loss,4037.75,4010.31,27.440000000000055,80.19142857142853,0.3421812092492972,fixed,2.0,0.5,-1.0,False,XAUUSD,79,accepted,5.160934307139069,0.5,-5.160934307139069,1027.0259271206746,77
BTCUSD,2026-07-29,buy,confirmed_close,midpoint,1.7,2026-07-29 09:30:00+00:00,2026-07-29 17:00:00+00:00,64321.9,63781.5,65240.58,64501.0,0.33142116950406747,win,64102.5,63460.5,642.0,1398.7071428571446,0.4589952966770328,fixed,0.5,0.5,-0.4913027387120638,False,BTCUSD,28,accepted,5.160934307139069,0.5,1.7104428838056944,1028.7363700044802,78
GBPJPY..,2026-07-30,buy,confirmed_close,opposite,1.7,2026-07-30 11:15:00+00:00,2026-07-30 13:15:00+00:00,218.465,218.067,219.14159999999998,218.067,-1.0,loss,218.438,218.067,0.3709999999999809,1.0675000000000057,0.3475409836065376,fixed,1.0,1.0,-1.0,False,GBPJPY,62,accepted,5.143681850022401,0.5,-5.143681850022401,1023.5926881544578,79
XAUUSD..,2026-07-31,sell,confirmed_close,midpoint,1.7,2026-07-31 11:00:00+00:00,2026-07-31 16:42:00+00:00,4067.53,4091.83,4026.2200000000007,4026.2200000000007,1.7,win,4111.65,4072.01,39.63999999999942,84.9292857142857,0.46674123850934135,fixed,2.0,0.5,-0.016049382716044322,False,XAUUSD,80,accepted,8.188741505235663,0.8,13.920860558900626,1037.5135487133584,80
BTCUSD,2026-08-01,buy,confirmed_close,midpoint,1.7,2026-08-01 08:15:00+00:00,2026-08-01 17:00:00+00:00,63067.1,62909.25,63335.44499999999,62999.9,-0.4257206208425576,loss,63040.9,62777.6,263.3000000000029,1545.8571428571454,0.17032621753997018,fixed,0.5,0.5,-0.9553373455812292,False,BTCUSD,29,accepted,5.187567743566792,0.5,-2.20845456045408,1035.3050941529043,81
